cell_id,mean
0,-0.20988576778587698
1,-0.14940694991253012
2,-0.053947201460279634
3,-0.1626864999089251
4,-0.08533017650460323
5,-0.1826407846745815
6,-0.10755841194030445
7,-0.13627107914058006
8,-0.23126782258744039
9,-0.14339506172225086
10,-0.14024618352460275
11,0.08583818084611564
12,-0.054390821911683894
13,-0.06476768067498363
14,-0.12451425455115446
15,-0.13741906483962854
16,-0.06885389797806954
17,-0.03184679381692039
18,-0.035342717391549025
19,-0.11254273820481457
20,-0.06734841047920827
21,-0.11085673963487698
22,-0.10288580697974813
23,-0.055833158262665765
24,-0.061916935973236435
25,-0.04492322176477252
26,-0.13704248397328647
27,-0.08088592799347982
28,-0.08515263842666983
29,-0.07112312314296962
30,-0.10073090989357882
31,-0.08585088649827859
32,-0.12039575033844467
33,-0.12492046600673376
34,-0.11952290449130155
35,-0.1532711012778767
36,-0.16425084514328617
37,-0.08778185017386572
38,-0.1915489291332333
39,-0.09278690840704414
40,-0.07211089776544269
41,-0.009735593664934818
42,-0.019587002403734365
43,-0.0070997221265945215
44,-0.014448347958640495
45,-0.15890238928054679
46,-0.1015798251356284
47,-0.0315575434464518
48,-0.07084205845998137
49,-0.08890796139106419
50,-0.1704113937639206
51,0.033029129522119616
52,-0.04998106115067581
53,-0.09675606430883675
54,-0.09355072958911989
55,-0.029657777986774006
56,-0.044218896534312054
57,-0.0818442165716262
58,-0.11678992772774612
59,-0.08620564366567132
60,-0.1105391783464837
61,-0.08973429177695216
62,-0.13129328271794183
63,-0.09976512314244408
64,-0.03807583597186449
65,-0.06572931717352384
66,-0.0871676723856062
67,-0.03725522489296045
68,-0.045265772426530085
69,-0.03206196301428819
70,-0.06481128178697007
71,-0.02277661159478231
72,-0.013882450147579684
73,-0.06591146144513213
74,-0.026754780708960296
75,-0.05139367805468742
76,-0.07040433153091773
77,-0.07490908979559967
78,-0.13940873348839875
79,-0.13618548527364216
80,-0.06986472439654
81,-0.05620050379934546
82,-0.022740270458460242
83,-0.016730634389655035
84,-0.08793682091359033
85,-0.09472148896004143
86,-0.06732093027333494
87,0.05408687614748591
88,0.0789477102645307
