cell_id,mean
0,-0.19399942817616805
1,-0.13763621821383806
2,0.0049368704265952855
3,-0.15210117253561417
4,0.005385797513347848
5,-0.05973816122166536
6,-0.2260361857881827
7,-0.22609959987478573
8,-0.17782234372769287
9,-0.14144730377499665
10,-0.2514885946018567
11,0.09235685513181977
12,-0.10790656811787502
13,-0.07891057187084606
14,-0.16791484223111547
15,-0.21137553491823083
16,-0.07818817045151095
17,-0.051948969879451135
18,-0.016894379431151955
19,-0.07699299352936478
20,-0.06125247906301345
21,-0.10213480890168779
22,-0.0646255475501642
23,-0.044338015416228775
24,-0.024802517152948452
25,-0.030651504463608408
26,-0.1352803384311211
27,-0.06800158931478062
28,-0.09757847414619997
29,-0.02763390311491166
30,-0.07190052570663558
31,-0.0907173415395525
32,-0.11537520066205371
33,-0.10266542568380892
34,-0.0673934683155417
35,-0.094472810866822
36,-0.18626383257558976
37,-0.046926722856824796
38,-0.1268863665136382
39,
40,0.019435722214007314
41,0.021116335397655554
42,-0.0035863844886419288
43,-0.026341309073730012
44,-0.023333913640328163
45,0.004357819763743098
46,-0.06525852723779349
47,-0.08673214028550535
48,-0.03514943240388769
49,-0.056870036665847105
50,-0.04769368902087313
51,-0.012162608318205825
52,-0.11847006494575299
53,-0.14256362409498183
54,-0.1805600342846402
55,-0.07443141885645282
56,-0.11281397877805843
57,-0.10207518152372091
58,-0.1382136298027171
59,-0.07879843470014396
60,-0.11223086811364427
61,-0.031568892667441756
62,-0.12225173236379333
63,-0.08446880053366455
64,0.018159844606018785
65,-0.05714250251690787
66,-0.0958017486430716
67,-0.025267017278355307
68,-0.04103631359843901
69,-0.02415366309893407
70,-0.05686078173221742
71,-0.040509141019424336
72,-0.04127464794075396
73,-0.07000446126127423
74,-0.016017726680817003
75,-0.007665544876193041
76,-0.0460816464651814
77,-0.02007443573574638
78,-0.06457614871022388
79,
80,-0.04031204020952909
81,-0.06270804103215875
82,0.007834115119942035
83,-0.04344246061759667
84,-0.05782717205847642
85,-0.06115921760921722
86,-0.09102277620547741
87,0.02669264900192684
88,0.07199413460663152
89,-0.061963080932673484
90,-0.08522715693971877
91,-0.049016710597134236
92,-0.19265982520476987
93,-0.1335638263305033
94,-0.015635347434134743
95,-0.13310019075194793
96,-0.13368640631535786
97,-0.03772310713775268
98,-0.16318913496308393
99,-0.04294460071091318
100,-0.06635796080838015
101,-0.14534616106029655
102,-0.05057839951052094
103,-0.19948219193822583
104,-0.07823827706433602
105,-0.05499744149893935
106,-0.0512470594751211
107,-0.13108126721679716
108,-0.01144434226313329
109,-0.006831974420832148
110,-0.14036303470877384
111,-0.04711484429467595
112,-0.08022245653604128
113,-0.07333878720499752
114,-0.09336536571255348
115,-0.09077702034550257
116,-0.08635958321322436
117,-0.07461148589327429
118,-0.06779239174891234
119,
120,-0.04137140378462927
121,-0.07447430713659604
122,-0.00651391551886278
123,-0.01664597714755869
124,-0.11678224713868622
125,-0.05709471756289824
126,-0.15575588216084726
127,0.03355334440211608
128,-0.033527695322822515
129,-0.024975284815700233
130,-0.0391693300261078
131,-0.22485908865981447
132,-0.14165576913976333
133,-0.019828177285982122
134,-0.07466173712331195
135,-0.08126617498976729
136,-0.005115186583402933
137,-0.10626060123446665
138,-0.13975035257715493
139,-0.08127455336925127
140,-0.04086668632184606
141,-0.16356801667786347
142,-0.07962310782876326
143,-0.08381854716762357
144,-0.05109196849654391
145,-0.16016914911313124
146,-0.07685954076878021
147,-0.050050289373564476
148,-0.019606136104277756
149,-0.11095857510637033
150,-5.0479248314235855E-5
151,-0.0967991954314297
152,-0.15286417713680506
153,-0.17866346364877658
154,-0.19185839632695548
155,-0.06623431243439924
156,-0.07524617977058391
157,-0.11481752284763284
158,-0.10536448495667933
159,
160,-0.046059413897515854
161,-0.08533805400430843
162,-0.17383299672633298
163,-0.008765731553880045
164,-0.08683241798700857
165,-0.09566700293183027
166,-0.10829552050241317
167,-0.055059381070213034
168,-0.05228624953125098
169,0.06043004079999433
170,-0.041611557284739635
171,-0.18699425622143326
172,-0.12605124942872445
173,-0.14709720413935776
174,-0.0846089149544816
175,-0.14172501715390579
176,-0.17424934549576707
177,-0.1380051332261083
178,-0.12060504299562172
179,-0.05071195020552947
180,-0.13160707248356926
181,-0.10509535499003489
182,-0.12631104077151378
183,-0.04399188482256094
184,-0.05754881029250175
185,-0.05642120551493847
186,-0.05530577873041408
187,-0.03853662986362318
188,-0.055532798715648514
189,-0.13439101942876847
190,-0.06773672716744171
191,-0.0936106881527734
192,-0.10554811986895342
193,-0.15515423650475263
194,-0.017402875549021635
195,-0.02185785969696573
196,-0.040151493642879045
197,-0.04085477022416214
198,0.012779984429066834
199,
200,-0.06762785275568614
201,-0.06428143496129855
202,-0.14746540060496457
203,-0.10537215354295681
204,-0.1151186147573316
205,-0.07401098358046271
206,-0.1620631885279426
207,-0.14530562312318973
208,-0.02149211708248817
209,0.012084886284408429
210,-0.011075071023930471
211,-0.12703158541532
212,-0.14190759443966386
213,-0.14735256419368742
214,-0.1416294888346
215,-0.13649328993204243
216,-0.12220073038677377
217,-0.13964998035124762
218,-0.10124422531816221
219,-0.15271065648183266
220,-0.11491210714041124
221,-0.08034380553649106
222,-0.07299627697457871
223,-0.007713783023817665
224,-0.01163610975680871
225,-0.050471988195610586
226,-0.07038627850309573
227,-0.09954609489904503
228,-0.10946034280553514
229,-0.09799421134127681
230,-0.1303710090303042
231,-0.04301591541485619
232,0.0012220508027130704
233,-0.03260035434857681
234,-0.015593407216307616
235,-0.01696296310207385
236,-0.04575021044746688
237,-0.08134568129779687
238,-0.048068633423248186
239,
240,0.011562389986848496
241,-0.04414931980392219
242,-0.0062543425997844335
243,-0.0910828963852003
244,-0.030471837468543
245,-0.1007623926707925
246,-0.10731722088988221
247,-0.1384062081443882
248,-0.09587963695195958
249,-0.07733534201781575
250,-0.06443295409839146
251,-0.06186845227030213
252,-0.14106757943001616
253,-0.14742116653134058
254,-0.20457123261319074
255,-0.0703464174463041
256,-0.05249523055140432
257,-0.05507509810089641
258,-0.07871129365734351
259,-0.0976258432682311
260,-0.08732112069870683
261,-0.04652599410495096
262,-0.03566151927017404
263,-0.03381413826794881
264,-0.029844862412601845
265,-0.13844388147093237
266,-0.11044996427764972
267,-0.13397581804786116
268,-0.11224741206979041
269,-0.0899725775808776
270,-0.003993135356233986
271,-0.04645897412175939
272,-0.0892998833322045
273,-0.017727670743827844
274,-0.05560093052291671
275,-0.05949727851219377
276,-0.07342791529665403
277,-0.12012989008902901
278,-0.1457332967873731
279,
280,-0.03619525400008766
281,0.06981809155509282
282,0.014486326822959765
283,0.06531099904914557
284,0.05878446183929909
285,-0.23337651910113993
286,-0.21899004483114567
287,-0.10543064071596762
288,-0.05046732961834712
289,-0.04024636653103358
290,-0.029321259153728286
291,-0.019472940270675088
292,-0.1094673776859706
293,-0.03611455452334378
294,0.018729338623201506
295,-0.05893737362719485
296,-0.08958415952021756
297,-0.09464032417083361
298,0.008056271408312991
299,-0.054759053419577264
300,0.017976012430574975
301,0.012286842245120486
302,0.01920674939110726
303,-0.02736174371265191
304,-0.027821464544480423
305,-0.030590821873325527
306,-0.12252229843278181
307,-0.12916429791313097
308,0.03180303058296325
309,-0.01056226208986299
310,-0.03754114916922031
311,-0.11179519407520007
312,-0.04891722571721123
313,-0.014233542358365625
314,-0.10574119077135093
315,-0.03293660304913967
316,-0.11181661520562666
317,-0.05206353231280375
318,-0.025737114168297204
319,
320,0.006760964734665727
321,0.0717759513255425
322,0.026035086020079205
323,0.059543275952521145
324,0.08943737791979947
325,-0.026212668012534118
326,-0.13784452428929922
327,-0.15232773112502188
328,-0.015705198060593926
329,0.04339374820350094
330,-0.047212946037726494
331,0.049054552219165395
332,0.045933624227361934
333,0.06253069565949533
334,0.03717865269355301
335,0.046565250202110706
336,0.04656815461705924
337,-0.11154412468089972
338,0.05354397602748427
339,0.029407408155715235
340,0.009167435587545989
341,-0.06138677993355597
342,-0.025490534180480896
343,-0.07040214810593008
344,-0.10259873177126212
345,-0.1003767790143635
346,-0.1115944476773855
347,-0.03341655472340513
348,-0.0541520114344063
349,-0.06598979673470169
350,-0.03681371716730975
351,-0.08923838545116558
352,-0.04370198068740052
353,-0.08386411316066268
354,-0.05523738033536853
355,-0.005172791495359687
356,-0.16099772768001708
357,-0.06277346171649692
358,-0.03919286537271531
359,
360,0.062337893238772125
361,0.07837065734625343
362,0.06568026099623493
363,0.13468433131257204
364,0.11699856115452674
365,0.1160231297211734
366,0.11732927629787446
367,0.11871257485774825
368,0.11354269164416242
369,0.1046993313460131
370,0.11596626381361651
371,0.13823726705580347
372,-0.14309229812970867
373,-0.006774508173821239
374,0.03815601132291359
375,0.041205623037583114
376,0.05388280517028427
377,7.445560524999627E-4
378,0.05506824188629106
379,0.0774823146731429
380,-0.05587962556368369
381,-0.006452986447219951
382,-0.054128336529564794
383,-0.03269258360509663
384,-0.00791700482288895
385,0.02439110093222276
386,0.011190511442212212
387,-0.06753912938534812
388,-0.06754433902868204
389,-0.08692177795121825
390,-0.08752963034572982
391,-0.08131889686969844
392,-0.08017026719236955
393,-0.11686569124510425
394,-0.11272002465479387
395,-0.13662859874685376
396,-0.14834605978426016
397,0.0029706244919109996
398,0.026865135668099126
399,
400,0.03559765647114102
401,0.0661237227882746
402,0.04059452288648428
403,0.012704170797182227
404,0.1190444566987501
405,0.15528722376372625
406,0.12314028947232952
407,0.14254664187599442
408,0.1355355104467378
409,0.09026090885431066
410,0.08419268879811684
411,0.07348289068623735
412,0.12816438297465305
413,-0.08155693430008706
414,0.040608509468083864
415,0.007846871216958437
416,-0.05140408725201244
417,-0.0872757362100713
418,-0.03601888322165848
419,0.059732596375128386
420,0.06092041355453
421,0.05983330672346096
422,-0.025045196540637218
423,-0.06679333777924243
424,0.06097902111258316
425,-0.05200662117251592
426,-0.027259494100981677
427,-0.044863425412702905
428,-0.056085471840327236
429,-0.03710232486371145
430,-0.030573965464719695
431,-0.06977589306795373
432,-0.11188929779128642
433,-0.06321841930723086
434,-0.0893807644281342
435,-0.11213571068867431
436,-0.0068010616943932805
437,-0.05192235948912423
438,0.03231904843345727
439,
440,0.014655286995310822
441,-0.011987563148503324
442,0.029431469506604992
443,-0.002603242137742914
444,0.060298137947830996
445,0.08580097141662403
446,0.16550308201100355
447,0.11388503914404992
448,0.07395991381737006
449,0.07877034138470311
450,0.14879446653089506
451,0.1225840674131219
452,0.13212000822660375
453,-0.026882315634542023
454,0.09733348125951392
455,0.03576282024160303
456,0.03771994501725737
457,0.05777931397140072
458,0.03187163898264892
459,-0.10485014257481431
460,0.07134496476051558
461,0.10508040110937508
462,0.02863365190936767
463,0.00144480874218798
464,-0.0012160076869243237
465,-0.027007473087166767
466,-0.08381114819366477
467,-0.07009756106721787
468,-0.08576748595995765
469,-0.04811308309850351
470,-0.018068234669982076
471,-0.037090789714068866
472,-0.12327785982943447
473,-0.07920647435392905
474,0.02028372190217678
475,-0.053253191922600064
476,-0.025486430257790287
477,-0.13916754871633982
478,-0.029644649431472766
479,
480,0.01819572199244366
481,0.08367741447615942
482,0.01741649089980772
483,0.003852375839479713
484,-0.006739686745974819
485,-0.10052235145496484
486,0.11929540366022384
487,0.10300058019315338
488,0.046518279728309964
489,0.029873488592208692
490,0.03339762350910876
491,0.12025276624202308
492,0.0941935342749605
493,0.004364911926008741
494,0.07661387751340736
495,0.05027707600307418
496,0.047819135281320174
497,0.09777367348069523
498,0.10084448195133572
499,-0.11939213629884055
500,-0.02647579787585784
501,0.023957682302393705
502,0.0483335222251939
503,-0.007263481689311744
504,-0.028724887862483697
505,-0.022487027439504665
506,-0.12209663413050789
507,-0.10285710688775804
508,-0.07213828389116023
509,-0.07146057769948337
510,-0.05779658738607443
511,-0.06903134308835653
512,-0.1086262844673472
513,0.002806415433660237
514,-0.060362520147004585
515,-0.03133503566742661
516,-0.058472044256299434
517,-0.09205523623610296
518,-0.0698201518537463
519,
520,0.08293791520343721
521,0.09360564659058213
522,0.08123767611824052
523,0.019742255167101066
524,0.06500881550551116
525,0.03835681014740165
526,0.039306561038554476
527,0.0322310751726361
528,-0.027003222807419874
529,-0.013919345633096582
530,0.030829455335660158
531,0.08121076833428706
532,0.016057034282712983
533,0.06413952542392602
534,0.039698963011876184
535,0.10654193069393934
536,0.03515965259113794
537,0.08173855916504587
538,0.07602814905483424
539,0.06573000537218786
540,0.026733085535254865
541,-0.015214537788649096
542,0.049264868646737986
543,0.029509957025065627
544,-0.055581166747113366
545,-0.10304406619658368
546,-0.11255701639348986
547,-0.0626370615574382
548,-0.06798783501831107
549,1.090365043570299E-4
550,-0.15387733726694372
551,-0.067092584532945
552,-0.10330591070711442
553,-0.0570085862471304
554,-0.02899549558514296
555,-0.09247050895906231
556,-0.08514484325634429
557,-0.07692068233052707
558,-0.08900980199214953
559,
560,-0.008122066258048451
561,-0.009471562288967476
562,0.08214426788755938
563,0.07538355333553637
564,0.08806336872310648
565,0.12361158013803585
566,0.025403989915257236
567,-0.02394318938915491
568,-0.008440758306121732
569,0.052840058799300954
570,0.04361190269764766
571,-0.037522575738551646
572,0.09882000863269892
573,0.09358625847296695
574,0.003922866972730344
575,0.11365013505146997
576,0.11215779521821959
577,0.08847498769000985
578,0.06685200128481852
579,0.06980810326183563
580,0.07436933185012565
581,-0.05325666739063247
582,-0.03231087246488748
583,0.03575772764693
584,0.017295111349874864
585,-0.03707683814472891
586,-0.07909348731805566
587,-0.016472295903262015
588,-0.014955639285635305
589,-0.034103723765491735
590,-0.06407073869381241
591,-0.03730926581312741
592,-0.053510225811345194
593,-0.01784746060285842
594,-0.03528328115093953
595,-0.05794490309275187
596,-0.0610192736454293
597,-0.11204672065714845
598,-0.1080067047109729
599,
600,-0.012882502010426686
601,0.03509216229938391
602,0.014998777974981599
603,0.09222629212418938
604,0.11843978105435765
605,0.14412581021038146
606,0.14476335026619327
607,0.10701519716964863
608,0.06662552563183496
609,0.015002830875136956
610,0.05048825789678699
611,0.02811924064280539
612,0.06891983349187467
613,0.09463703560484842
614,0.044404758125654725
615,0.028399141356229125
616,0.11727308445301897
617,0.09326071182002152
618,0.10980171189811816
619,0.08998547514615791
620,0.071230293430219
621,0.0042210703994239795
622,-0.07256675563573456
623,-0.0120363390104572
624,0.03954754865028596
625,0.007039078630906978
626,-0.0031267688347115016
627,0.08373401949500893
628,0.013643723641734688
629,-0.07625955338992584
630,-0.055752123521855795
631,-0.06939128273210121
632,-0.01596032730231897
633,-0.05454639698414641
634,-0.023694508019811968
635,-0.10977435577839093
636,-0.08971332378656914
637,-0.11894113852181941
638,-0.0517600340243929
639,
640,0.0468999062744171
641,-0.017564141543333935
642,-0.009528251595573904
643,0.03830455409632518
644,0.11435318921816764
645,0.1254903879906853
646,0.1208636130716047
647,0.11754084721972465
648,0.06743233774444181
649,0.05240478934638316
650,0.0626466689537396
651,0.029723497165812494
652,0.07158614070081018
653,-0.04044036140693737
654,0.09619867990607078
655,0.0726749788426592
656,0.01787719772886857
657,0.12502894243164345
658,0.1172322608387776
659,0.0659790003452313
660,0.08257454709562939
661,0.03175355902798193
662,0.031243626653477175
663,0.08833717203708746
664,-0.021841329980021973
665,-0.021593379658719453
666,0.06320069723270225
667,0.08813179994412021
668,-0.04199532037799202
669,-0.045674171746500944
670,0.003050797167722673
671,-0.035077912649628167
672,-0.0729416469772777
673,-0.12342677977708687
674,-0.11275117757428335
675,-0.11353461999372466
676,-0.15696980220365522
677,-0.06258014664180278
678,-0.03486990911505028
679,
680,0.03427270466888523
681,0.04642892528451661
682,0.02339381790745323
683,0.047988097636052204
684,0.06368815753287299
685,0.015548690102669863
686,0.14103317127910603
687,0.007642323336434902
688,2.6122958895039006E-4
689,0.04131757181848557
690,0.0712769585030506
691,0.061400839078827575
692,0.11144795336323626
693,0.005384026522350492
694,0.09430167015424977
695,0.10563304115693473
696,0.07007142345823984
697,0.1032318948326482
698,0.007677056856538542
699,0.025862159120878973
700,0.08592095962417087
701,0.0027383033479689493
702,0.050099794211507814
703,0.060126215749953284
704,0.02380014003314142
705,-0.02468201502977513
706,0.014979580171313912
707,0.0020189907493741318
708,-0.03379591355205569
709,-0.07420679797699724
710,-0.012508966354052476
711,-0.1099211326804171
712,-0.09666325389945006
713,-0.05649398263078072
714,-0.08501803952985545
715,-0.06191577973065984
716,-0.09100675061085017
717,-0.051292317362479446
718,-0.09645021885336748
719,
720,0.04633327378306718
721,-0.025888396942857612
722,0.0012993374578870282
723,0.07292175226100474
724,0.12319694329001653
725,0.07061440960820187
726,0.14027922523084155
727,-0.04115124395947277
728,0.0028145218344981984
729,0.07598418518311371
730,0.05177572099829003
731,0.0316235491026691
732,-0.03044221823145309
733,-0.015395715105517698
734,0.08332666332266372
735,0.09790386654426907
736,0.08314297248986612
737,0.05679689048487797
738,0.07829047044251017
739,0.05519495474806672
