cell_id,mean
0,-0.19398885380632708
1,-0.07688534630118178
2,-0.034567997909139996
3,-0.24656940218579915
4,-0.2772974579753726
5,-0.10698512411432726
6,-0.18657953919639939
7,-0.15464911099929537
8,-0.21965304450990172
9,-0.10398157371364075
10,-0.2958375496590997
11,0.10481695757546226
12,-0.060285469971290265
13,-0.09746188492886863
14,-0.1834957392895074
15,-0.2206428521218674
16,-0.0986194633910267
17,-0.03056848524311531
18,-0.03251209139074746
19,-0.0686997563077549
20,-0.06418222135254856
21,-0.12699469756865803
22,-0.08654005914360699
23,-0.05443488096793008
24,-0.05743732792746491
25,-0.06949555215007719
26,-0.16749910228852521
27,-0.10466887685724678
28,-0.12239450839519873
29,-0.054360966977270206
30,-0.0989415762703772
31,-0.11472643655539372
32,-0.13208292868413635
33,-0.12042226143979826
34,-0.09451679655667308
35,-0.13141306214129148
36,-0.17249512518409765
37,-0.09636461351303117
38,-0.230815695471103
39,-0.09530988482159396
40,-0.0402121087091278
41,-0.020262086234703082
42,-0.036676640221967365
43,-0.024667586587426564
44,-0.02417960898937771
45,-0.12964417690635047
46,-0.11579208081373035
47,-0.0588181840486813
48,-0.03459147763000091
49,-0.07535587235616317
50,-0.15104570089692365
51,0.01939970974745687
52,-0.09189657669012745
53,-0.13957401799273675
54,-0.18610740315257696
55,-0.02554638849190562
56,-0.05584429319018003
57,-0.10250650007099239
58,-0.1360794866942048
59,-0.06952339372964561
60,-0.13594596378749582
61,-0.0854122707396509
62,-0.14792543193041027
63,-0.12204864760257378
64,-0.039639776141216373
65,-0.12133967093537018
66,-0.11260106840943336
67,-0.05188004062328105
68,-0.03792010563260929
69,-0.032968565662449247
70,-0.057580935703162826
71,-0.055582234566432874
72,-0.04942875764284553
73,-0.10192510617887315
74,-0.04300932473091131
75,-0.05556614230756035
76,-0.09327355628367939
77,-0.06737683277818939
78,-0.1761428247104045
79,-0.16818410671856462
80,-0.07088948044059036
81,-0.0661754494516167
82,-0.04634128130941819
83,-0.03784826432599342
84,-0.10009357258834278
85,-0.06460356040830068
86,-0.06141325922063057
87,0.04211095358471329
88,0.09701931576097157
89,-0.1087232719336116
90,-0.04130946277113923
91,-0.028750029839605947
92,-0.17378372629133002
93,-0.12752554975661848
94,-0.05426508890418862
95,-0.14811333517709568
96,-0.14848633755318058
97,-0.06916362368494257
98,-0.1623881469582339
99,-0.04498838935776175
100,-0.08582167723531425
101,-0.1497341617288298
102,-0.08649413981042219
103,-0.18038981083772632
104,-0.11313733473288753
105,-0.08963297766647442
106,-0.062062313889502896
107,-0.08159712368574512
108,-0.07944376670024705
109,-0.0826451367428381
110,-0.12236708152504493
111,-0.0866780234711287
112,-0.09911711496458508
113,-0.10047693352318657
114,-0.11110277513089724
115,-0.12986153969735717
116,-0.13409944409001442
117,-0.09869063268857142
118,-0.11684340104899887
119,-0.18570315741162352
120,-0.11540954499687857
121,-0.11290972300869438
122,-0.043954184904279416
123,-0.04857071320135983
124,-0.133940284482814
125,-0.09818499374538953
126,-0.1208031713487116
127,0.08467277383984952
128,-0.07906195052994162
129,-0.038262709450016676
130,0.02105631564693072
131,-0.21118716153703668
132,-0.1479937347246068
133,-0.06195920373924866
134,-0.10595395530750112
135,-0.0883875217251148
136,0.009630725591081928
137,-0.12084492047098536
138,-0.14242630053353295
139,-0.07032744805038925
140,-0.0846311274049587
141,-0.16680609441283623
142,-0.12530359331594146
143,-0.14911076943432075
144,-0.06202155275411557
145,-0.2100324810335978
146,-0.07427163760997871
147,-0.08559144353172339
148,-0.04757901210772601
149,-0.11356692606856272
150,-0.048214368323597864
151,-0.10614877651762189
152,-0.16006258971530385
153,-0.18028919705859833
154,-0.18527187608381393
155,-0.09382498873979
156,-0.1141909625480286
157,-0.13868385072275013
158,-0.14255439208412024
159,-0.1549262026496745
160,-0.12209754586827598
161,-0.10463967983672888
162,-0.20310766689206813
163,-0.07523405175199684
164,-0.12850973106140343
165,-0.12622659979755346
166,-0.12525920021972659
167,-0.03333209909053418
168,-0.03641070663340251
169,0.017709335312108842
170,-0.05624280953740985
171,-0.1796187454501976
172,-0.17540704368463414
173,-0.14913261729754532
174,-0.10227591828341212
175,-0.16482567347924018
