system:index,NDBI,cell_id,.geo
0_0,-0.101274624,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,-0.0061571896,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,0.04264849,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.28494623,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.13933796,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,-0.18671249,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.17278351,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.030736517,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.116781525,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.24176858,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.33775383,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.26984128,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,-5.258545E-4,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.09701774,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,-0.040793825,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.17614079,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,0.06901409,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,0.095545314,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.061040558,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.03725656,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,0.089538515,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,0.04621148,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,0.0481398,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,0.14636262,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,0.001457273,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,-0.022812456,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,0.04350866,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,0.07814838,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,0.09084725,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,0.1207055,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.032394387,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,0.012648625,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-0.03603645,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-0.0256774,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,0.016335784,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,-0.0893596,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
