system:index,NDBI,cell_id,.geo
0_0,-0.24776103,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,-0.06439333,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-0.14627509,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.539502,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.3081806,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,-0.06692849,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.07341541,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.10108605,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.16690998,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,0.03042434,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.21746467,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.21385099,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,-0.13948187,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.040910322,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,-0.124246985,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.30502838,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,0.055606198,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,0.015063731,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.017274473,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.17409225,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,-0.100132,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,-0.06714337,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,-0.031456195,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,0.042259928,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,-0.056518897,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,-0.028436787,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.063867964,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,-0.19908595,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,-0.020930475,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,-0.028791144,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.1344602,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,-0.0915445,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-0.04556297,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-0.07482212,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,-0.08302873,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,-0.10441934,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,-0.091062136,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,-0.0054066344,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
