system:index,NDBI,cell_id,.geo
0_0,-0.24810228,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,-0.054231975,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-0.116615854,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.46052575,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.35330012,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,-0.011962226,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.33288276,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.10773074,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.18439555,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.19331615,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.17385265,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.16235957,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,-0.20942535,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.04102675,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,-0.20466703,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.34404147,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,-0.016787589,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,-0.016176645,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.045465022,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.22588408,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,-0.08656124,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,-0.17979577,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,-0.033812743,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,-0.053435113,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,-0.12540776,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,-0.11862857,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.15253134,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,-0.21368524,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,-0.08555471,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,-0.018968387,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.1356784,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,-0.10098942,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-0.1202911,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-0.02892562,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,-0.06915181,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,-0.10518214,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,-0.13884741,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,0.014055395,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,-0.18110771,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,0.11711281,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,-0.039627038,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,-0.0053645936,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,0.077283375,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,-0.024891496,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,0.044928417,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,-0.12357458,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,-0.07805141,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,-0.021496842,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,-0.05145695,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,-0.1523406,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,-0.32448128,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,-0.021287978,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,-0.04813379,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,-0.24741691,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,-0.06580191,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,-0.036813594,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,-0.16917428,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,-0.158574,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,-0.14055623,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,-0.1466643,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,-0.16842555,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,-0.023963327,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,-0.2158138,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,-0.16954574,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,-0.039670497,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,-0.11356287,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,-0.08249744,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,-0.048660193,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,-0.08137086,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,-0.27408957,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,-0.10001727,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,-0.06352605,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,-0.032567367,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,-0.03681818,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,0.078587994,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,-0.18147305,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,-0.03903044,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,-0.07427259,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,-0.19660245,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
79_0,-0.15378955,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,-0.13047446,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,0.030835278,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,-0.049972396,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,-0.038102925,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,-0.0726077,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,-0.2052617,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,-0.046199113,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,0.11653881,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,0.22612996,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,-0.07398406,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,-0.14597517,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,0.10252768,91,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,-0.21223676,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,-0.17923382,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,-0.021670518,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,-0.17449765,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,-0.11390854,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,-0.05771335,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,-0.111434646,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,-0.11747577,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,-0.23223086,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,-0.14958602,101,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,0.015384615,102,"{""type"":""MultiPoint"",""coordinates"":[]}"
