system:index,NDBI,cell_id,.geo
0_0,-0.25236332,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,-0.2635459,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-0.30305806,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.24255319,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.24550265,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,-0.047272727,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.2750552,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.29386225,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.1608676,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.11360163,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.393014,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.012649079,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,-0.21796638,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,-0.0097173145,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,-0.20514019,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.30289945,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,-0.17413858,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,-0.16023166,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.04627044,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.29224518,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,-0.024456521,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,-0.17644662,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,-0.16291127,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,-0.021658987,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,-0.15386097,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,-0.07124623,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.16186976,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,-0.23608904,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,-0.11672794,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,-0.15466352,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.15750597,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,-0.22600847,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-0.19791667,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-0.07424812,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,-0.05673058,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,0.027115475,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,-0.06043956,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,0.008577878,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,-0.07740916,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,-0.14177375,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,-0.18139137,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,-0.22870457,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,-0.21300448,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,0.01228609,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,-0.18455367,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,-0.33024085,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,0.06549521,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,-0.11208616,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,-0.17921321,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,-0.2570601,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,-0.2629001,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,-0.071554,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,-0.27479595,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,-0.10977836,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,-0.04769351,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,-0.255347,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,-0.19374704,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,-0.27640203,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,-0.044379923,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,-0.15158582,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,-0.070332736,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,-0.21034181,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,-0.16636197,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,0.075833715,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,-0.16208269,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,-0.13510254,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,-0.16044697,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,-0.11489733,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,-0.28129795,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,-0.3100159,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,-0.22886133,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,-0.033004716,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,0.015023475,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,8.149959E-4,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,-0.2768126,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,-0.1705621,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,-0.10745839,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,0.0062299413,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,-0.17677309,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,-0.087272726,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,-0.0020222447,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,-0.19694267,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
