system:index,NDBI,cell_id,.geo
0_0,-0.17837618,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,-0.08079293,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-0.15919425,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.6216216,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.14278993,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,-0.14274243,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.19082126,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.2511715,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.2739791,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.123732254,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.24367465,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.1749295,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,-0.14579508,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.02473207,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,-0.06330696,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.2623274,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,0.05750636,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,-0.046234347,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.08920651,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.15084034,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,-0.09961475,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,-0.106179394,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,-0.07051032,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,-0.009263548,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,-0.0487239,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,-0.030075189,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.08978754,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,-0.20354016,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,-0.059348352,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,-0.045073792,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.1051051,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,-0.05978557,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-0.103272416,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-0.110504776,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,-0.09712723,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,-0.18317299,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,-0.08366534,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,0.026551323,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,-0.18312167,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,0.14564793,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,-0.0851165,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,0.091178335,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,0.08317287,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,-0.007347742,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,0.08761566,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,-0.3456319,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,0.024372093,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,0.018565208,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,-0.115608916,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,-0.13320357,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,-0.2685577,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,0.0042734416,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,0.06462458,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,-0.1544269,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,-0.096857235,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,-0.007714561,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,-0.03393609,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,-0.09641327,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
