system:index,NDBI,cell_id,.geo
0_0,-0.3084471,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,0.016516516,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-0.058735505,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.39742655,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,0.039635018,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,0.12834467,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.4030816,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.32856575,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.33304292,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.3324232,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.40490678,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.20909254,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,-0.17861295,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.031055901,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,-0.16838135,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.3433329,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,-0.027074855,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,0.049723756,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.042799916,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.18835026,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,-0.014809591,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,-0.10759027,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,-0.03906684,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,0.07448426,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,-0.13880597,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,-0.06030151,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.11836855,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,0.0056669572,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,0.05244123,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,0.094527364,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.085168585,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,-0.05311291,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-0.15075172,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-0.09443207,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,-0.05542397,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,-0.19636214,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,-0.0798448,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,0.012743629,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,-0.20556465,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,0.086325966,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,0.07296942,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,0.077592455,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,-0.055555556,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,0.15749203,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,0.052010123,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,-0.03270757,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,0.06626016,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,-0.07701915,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,-0.0091661075,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,-0.045726415,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,0.0670112,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,0.030369159,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
53_0,-0.18034041,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
54_0,-0.14351082,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
55_0,0.00456621,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
56_0,-0.19415073,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
57_0,-0.18827666,57,"{""type"":""MultiPoint"",""coordinates"":[]}"
58_0,-0.17263843,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
59_0,-0.15816428,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
60_0,-0.16220239,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
61_0,0.068214215,61,"{""type"":""MultiPoint"",""coordinates"":[]}"
62_0,-0.18667866,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
63_0,-0.20555556,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
64_0,0.05625,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
65_0,-0.07949791,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
66_0,-0.015732002,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
67_0,-0.08568249,67,"{""type"":""MultiPoint"",""coordinates"":[]}"
68_0,-0.032141566,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
69_0,-0.2684241,69,"{""type"":""MultiPoint"",""coordinates"":[]}"
70_0,-0.05121714,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
71_0,0.028204065,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
72_0,-0.006382541,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
73_0,-0.0904097,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
74_0,0.05701443,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
75_0,-0.25438255,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
76_0,-0.06817667,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
77_0,0.00593692,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
78_0,-0.029411765,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
80_0,-0.10180624,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
81_0,0.0056582424,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
82_0,0.07499048,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
83_0,-0.087269455,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
84_0,-0.016748367,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
85_0,0.060146533,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
86_0,-0.1228696,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
87_0,0.0743865,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
88_0,0.29287598,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
89_0,0.058963954,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
90_0,-0.061112285,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
91_0,0.13555166,91,"{""type"":""MultiPoint"",""coordinates"":[]}"
92_0,-0.29769138,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
93_0,-0.21877486,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
94_0,-0.013480592,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
95_0,-0.23257557,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
96_0,-0.12680924,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
97_0,0.101123594,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
98_0,-0.17597859,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
99_0,0.008285532,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
100_0,-0.1309213,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
101_0,-0.16320911,101,"{""type"":""MultiPoint"",""coordinates"":[]}"
102_0,0.093146615,102,"{""type"":""MultiPoint"",""coordinates"":[]}"
103_0,-0.14033285,103,"{""type"":""MultiPoint"",""coordinates"":[]}"
104_0,0.03229763,104,"{""type"":""MultiPoint"",""coordinates"":[]}"
105_0,-0.060019363,105,"{""type"":""MultiPoint"",""coordinates"":[]}"
106_0,-0.0198544,106,"{""type"":""MultiPoint"",""coordinates"":[]}"
107_0,-0.027366532,107,"{""type"":""MultiPoint"",""coordinates"":[]}"
108_0,-0.13207547,108,"{""type"":""MultiPoint"",""coordinates"":[]}"
109_0,0.12214129,109,"{""type"":""MultiPoint"",""coordinates"":[]}"
110_0,-0.160221,110,"{""type"":""MultiPoint"",""coordinates"":[]}"
111_0,0.026842779,111,"{""type"":""MultiPoint"",""coordinates"":[]}"
112_0,-0.11385415,112,"{""type"":""MultiPoint"",""coordinates"":[]}"
113_0,0.036036037,113,"{""type"":""MultiPoint"",""coordinates"":[]}"
114_0,-0.17777778,114,"{""type"":""MultiPoint"",""coordinates"":[]}"
115_0,-0.026694044,115,"{""type"":""MultiPoint"",""coordinates"":[]}"
116_0,-0.12523647,116,"{""type"":""MultiPoint"",""coordinates"":[]}"
117_0,-0.34035957,117,"{""type"":""MultiPoint"",""coordinates"":[]}"
118_0,0.054842472,118,"{""type"":""MultiPoint"",""coordinates"":[]}"
120_0,-0.2336057,120,"{""type"":""MultiPoint"",""coordinates"":[]}"
121_0,0.06174287,121,"{""type"":""MultiPoint"",""coordinates"":[]}"
122_0,-0.029635902,122,"{""type"":""MultiPoint"",""coordinates"":[]}"
123_0,0.017389713,123,"{""type"":""MultiPoint"",""coordinates"":[]}"
124_0,3.500175E-4,124,"{""type"":""MultiPoint"",""coordinates"":[]}"
125_0,-0.1721732,125,"{""type"":""MultiPoint"",""coordinates"":[]}"
126_0,-0.022338498,126,"{""type"":""MultiPoint"",""coordinates"":[]}"
127_0,0.091731794,127,"{""type"":""MultiPoint"",""coordinates"":[]}"
128_0,-0.2603905,128,"{""type"":""MultiPoint"",""coordinates"":[]}"
129_0,-0.07091633,129,"{""type"":""MultiPoint"",""coordinates"":[]}"
130_0,0.0659782,130,"{""type"":""MultiPoint"",""coordinates"":[]}"
131_0,-0.28654972,131,"{""type"":""MultiPoint"",""coordinates"":[]}"
132_0,-0.08249069,132,"{""type"":""MultiPoint"",""coordinates"":[]}"
133_0,-0.04528811,133,"{""type"":""MultiPoint"",""coordinates"":[]}"
134_0,-0.066830665,134,"{""type"":""MultiPoint"",""coordinates"":[]}"
135_0,-0.10484421,135,"{""type"":""MultiPoint"",""coordinates"":[]}"
136_0,0.066425845,136,"{""type"":""MultiPoint"",""coordinates"":[]}"
137_0,-0.11223458,137,"{""type"":""MultiPoint"",""coordinates"":[]}"
138_0,-0.04318026,138,"{""type"":""MultiPoint"",""coordinates"":[]}"
139_0,-0.05068034,139,"{""type"":""MultiPoint"",""coordinates"":[]}"
140_0,0.026859904,140,"{""type"":""MultiPoint"",""coordinates"":[]}"
141_0,-0.21622045,141,"{""type"":""MultiPoint"",""coordinates"":[]}"
142_0,0.03916449,142,"{""type"":""MultiPoint"",""coordinates"":[]}"
143_0,0.14139162,143,"{""type"":""MultiPoint"",""coordinates"":[]}"
144_0,-0.17105263,144,"{""type"":""MultiPoint"",""coordinates"":[]}"
145_0,-0.23131973,145,"{""type"":""MultiPoint"",""coordinates"":[]}"
146_0,-0.19019094,146,"{""type"":""MultiPoint"",""coordinates"":[]}"
147_0,-0.12945753,147,"{""type"":""MultiPoint"",""coordinates"":[]}"
148_0,-0.020416414,148,"{""type"":""MultiPoint"",""coordinates"":[]}"
149_0,-0.029353343,149,"{""type"":""MultiPoint"",""coordinates"":[]}"
150_0,0.03993203,150,"{""type"":""MultiPoint"",""coordinates"":[]}"
151_0,-0.049560353,151,"{""type"":""MultiPoint"",""coordinates"":[]}"
152_0,-0.14646567,152,"{""type"":""MultiPoint"",""coordinates"":[]}"
153_0,-0.24020137,153,"{""type"":""MultiPoint"",""coordinates"":[]}"
154_0,-0.16129032,154,"{""type"":""MultiPoint"",""coordinates"":[]}"
155_0,-0.03469292,155,"{""type"":""MultiPoint"",""coordinates"":[]}"
156_0,-0.10349002,156,"{""type"":""MultiPoint"",""coordinates"":[]}"
157_0,-0.20572093,157,"{""type"":""MultiPoint"",""coordinates"":[]}"
158_0,-0.029608404,158,"{""type"":""MultiPoint"",""coordinates"":[]}"
160_0,-0.18460637,160,"{""type"":""MultiPoint"",""coordinates"":[]}"
161_0,-0.1179377,161,"{""type"":""MultiPoint"",""coordinates"":[]}"
162_0,-0.30271083,162,"{""type"":""MultiPoint"",""coordinates"":[]}"
163_0,0.06600034,163,"{""type"":""MultiPoint"",""coordinates"":[]}"
164_0,-0.052983824,164,"{""type"":""MultiPoint"",""coordinates"":[]}"
165_0,0.009605123,165,"{""type"":""MultiPoint"",""coordinates"":[]}"
166_0,-0.2269087,166,"{""type"":""MultiPoint"",""coordinates"":[]}"
167_0,-0.0678337,167,"{""type"":""MultiPoint"",""coordinates"":[]}"
168_0,-0.08330221,168,"{""type"":""MultiPoint"",""coordinates"":[]}"
169_0,-0.06702776,169,"{""type"":""MultiPoint"",""coordinates"":[]}"
170_0,-0.030315878,170,"{""type"":""MultiPoint"",""coordinates"":[]}"
171_0,-0.11211114,171,"{""type"":""MultiPoint"",""coordinates"":[]}"
172_0,-0.13972889,172,"{""type"":""MultiPoint"",""coordinates"":[]}"
173_0,-0.11206507,173,"{""type"":""MultiPoint"",""coordinates"":[]}"
174_0,0.051194537,174,"{""type"":""MultiPoint"",""coordinates"":[]}"
175_0,-0.3234311,175,"{""type"":""MultiPoint"",""coordinates"":[]}"
176_0,-0.28363955,176,"{""type"":""MultiPoint"",""coordinates"":[]}"
177_0,-0.18525976,177,"{""type"":""MultiPoint"",""coordinates"":[]}"
178_0,-0.10641373,178,"{""type"":""MultiPoint"",""coordinates"":[]}"
179_0,-0.09706046,179,"{""type"":""MultiPoint"",""coordinates"":[]}"
180_0,-0.14463381,180,"{""type"":""MultiPoint"",""coordinates"":[]}"
181_0,-0.1187882,181,"{""type"":""MultiPoint"",""coordinates"":[]}"
182_0,-0.22985958,182,"{""type"":""MultiPoint"",""coordinates"":[]}"
183_0,0.030580403,183,"{""type"":""MultiPoint"",""coordinates"":[]}"
184_0,0.06497948,184,"{""type"":""MultiPoint"",""coordinates"":[]}"
185_0,0.056834385,185,"{""type"":""MultiPoint"",""coordinates"":[]}"
186_0,-0.069534585,186,"{""type"":""MultiPoint"",""coordinates"":[]}"
187_0,0.071082994,187,"{""type"":""MultiPoint"",""coordinates"":[]}"
188_0,0.058359623,188,"{""type"":""MultiPoint"",""coordinates"":[]}"
189_0,-0.07026613,189,"{""type"":""MultiPoint"",""coordinates"":[]}"
190_0,0.005923944,190,"{""type"":""MultiPoint"",""coordinates"":[]}"
191_0,-0.06349207,191,"{""type"":""MultiPoint"",""coordinates"":[]}"
192_0,-0.10888302,192,"{""type"":""MultiPoint"",""coordinates"":[]}"
193_0,-0.105365224,193,"{""type"":""MultiPoint"",""coordinates"":[]}"
194_0,-0.045216743,194,"{""type"":""MultiPoint"",""coordinates"":[]}"
195_0,0.13740908,195,"{""type"":""MultiPoint"",""coordinates"":[]}"
196_0,-0.06604867,196,"{""type"":""MultiPoint"",""coordinates"":[]}"
197_0,-0.14629813,197,"{""type"":""MultiPoint"",""coordinates"":[]}"
198_0,-0.030362776,198,"{""type"":""MultiPoint"",""coordinates"":[]}"
200_0,0.06498865,200,"{""type"":""MultiPoint"",""coordinates"":[]}"
201_0,-0.07232109,201,"{""type"":""MultiPoint"",""coordinates"":[]}"
202_0,-0.2086514,202,"{""type"":""MultiPoint"",""coordinates"":[]}"
203_0,-0.06800401,203,"{""type"":""MultiPoint"",""coordinates"":[]}"
204_0,0.004536617,204,"{""type"":""MultiPoint"",""coordinates"":[]}"
205_0,-0.047878377,205,"{""type"":""MultiPoint"",""coordinates"":[]}"
206_0,-0.094094746,206,"{""type"":""MultiPoint"",""coordinates"":[]}"
207_0,-0.18431556,207,"{""type"":""MultiPoint"",""coordinates"":[]}"
208_0,0.14366198,208,"{""type"":""MultiPoint"",""coordinates"":[]}"
209_0,0.15996996,209,"{""type"":""MultiPoint"",""coordinates"":[]}"
210_0,0.107060455,210,"{""type"":""MultiPoint"",""coordinates"":[]}"
211_0,-0.1227356,211,"{""type"":""MultiPoint"",""coordinates"":[]}"
212_0,-0.15472779,212,"{""type"":""MultiPoint"",""coordinates"":[]}"
213_0,0.028281363,213,"{""type"":""MultiPoint"",""coordinates"":[]}"
214_0,-0.0671392,214,"{""type"":""MultiPoint"",""coordinates"":[]}"
215_0,-0.025417827,215,"{""type"":""MultiPoint"",""coordinates"":[]}"
216_0,-0.15517639,216,"{""type"":""MultiPoint"",""coordinates"":[]}"
217_0,-0.27095443,217,"{""type"":""MultiPoint"",""coordinates"":[]}"
218_0,-0.051996987,218,"{""type"":""MultiPoint"",""coordinates"":[]}"
219_0,-0.16035455,219,"{""type"":""MultiPoint"",""coordinates"":[]}"
220_0,-0.08519438,220,"{""type"":""MultiPoint"",""coordinates"":[]}"
221_0,-0.10349268,221,"{""type"":""MultiPoint"",""coordinates"":[]}"
222_0,-0.26516595,222,"{""type"":""MultiPoint"",""coordinates"":[]}"
223_0,0.036256835,223,"{""type"":""MultiPoint"",""coordinates"":[]}"
224_0,0.05263158,224,"{""type"":""MultiPoint"",""coordinates"":[]}"
225_0,-0.015193665,225,"{""type"":""MultiPoint"",""coordinates"":[]}"
226_0,-0.017509727,226,"{""type"":""MultiPoint"",""coordinates"":[]}"
227_0,0.07030185,227,"{""type"":""MultiPoint"",""coordinates"":[]}"
228_0,-0.13290772,228,"{""type"":""MultiPoint"",""coordinates"":[]}"
229_0,-0.044619422,229,"{""type"":""MultiPoint"",""coordinates"":[]}"
230_0,-0.13153154,230,"{""type"":""MultiPoint"",""coordinates"":[]}"
231_0,0.027339408,231,"{""type"":""MultiPoint"",""coordinates"":[]}"
232_0,-0.047124445,232,"{""type"":""MultiPoint"",""coordinates"":[]}"
233_0,0.08114286,233,"{""type"":""MultiPoint"",""coordinates"":[]}"
234_0,-0.020021528,234,"{""type"":""MultiPoint"",""coordinates"":[]}"
235_0,0.03527256,235,"{""type"":""MultiPoint"",""coordinates"":[]}"
236_0,0.0443819,236,"{""type"":""MultiPoint"",""coordinates"":[]}"
237_0,-0.14082663,237,"{""type"":""MultiPoint"",""coordinates"":[]}"
238_0,-0.11505534,238,"{""type"":""MultiPoint"",""coordinates"":[]}"
240_0,0.18002784,240,"{""type"":""MultiPoint"",""coordinates"":[]}"
241_0,-0.08295206,241,"{""type"":""MultiPoint"",""coordinates"":[]}"
242_0,0.014719411,242,"{""type"":""MultiPoint"",""coordinates"":[]}"
243_0,-0.17405818,243,"{""type"":""MultiPoint"",""coordinates"":[]}"
244_0,0.02533816,244,"{""type"":""MultiPoint"",""coordinates"":[]}"
245_0,-0.023455992,245,"{""type"":""MultiPoint"",""coordinates"":[]}"
246_0,-0.31937173,246,"{""type"":""MultiPoint"",""coordinates"":[]}"
247_0,-0.20952167,247,"{""type"":""MultiPoint"",""coordinates"":[]}"
248_0,-0.15233415,248,"{""type"":""MultiPoint"",""coordinates"":[]}"
249_0,0.13075702,249,"{""type"":""MultiPoint"",""coordinates"":[]}"
250_0,-0.03918838,250,"{""type"":""MultiPoint"",""coordinates"":[]}"
251_0,-0.010977242,251,"{""type"":""MultiPoint"",""coordinates"":[]}"
252_0,-0.17207068,252,"{""type"":""MultiPoint"",""coordinates"":[]}"
253_0,-0.04681275,253,"{""type"":""MultiPoint"",""coordinates"":[]}"
254_0,-0.21312562,254,"{""type"":""MultiPoint"",""coordinates"":[]}"
255_0,-0.0079939095,255,"{""type"":""MultiPoint"",""coordinates"":[]}"
256_0,-0.13414223,256,"{""type"":""MultiPoint"",""coordinates"":[]}"
257_0,-0.09376637,257,"{""type"":""MultiPoint"",""coordinates"":[]}"
258_0,-0.10866911,258,"{""type"":""MultiPoint"",""coordinates"":[]}"
259_0,-0.15506907,259,"{""type"":""MultiPoint"",""coordinates"":[]}"
260_0,-0.15196079,260,"{""type"":""MultiPoint"",""coordinates"":[]}"
261_0,5.6980056E-4,261,"{""type"":""MultiPoint"",""coordinates"":[]}"
262_0,-0.295182,262,"{""type"":""MultiPoint"",""coordinates"":[]}"
263_0,-0.11161319,263,"{""type"":""MultiPoint"",""coordinates"":[]}"
264_0,-0.023709903,264,"{""type"":""MultiPoint"",""coordinates"":[]}"
265_0,-0.111349955,265,"{""type"":""MultiPoint"",""coordinates"":[]}"
266_0,-0.29495513,266,"{""type"":""MultiPoint"",""coordinates"":[]}"
267_0,-0.12566371,267,"{""type"":""MultiPoint"",""coordinates"":[]}"
268_0,-0.26521906,268,"{""type"":""MultiPoint"",""coordinates"":[]}"
269_0,-0.2678195,269,"{""type"":""MultiPoint"",""coordinates"":[]}"
270_0,-0.04200953,270,"{""type"":""MultiPoint"",""coordinates"":[]}"
