system:index,NDBI,cell_id,.geo
0_0,-0.1970863,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_0,-0.054675296,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0,-0.13488925,2,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0,-0.449553,3,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0,-0.25755683,4,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0,-0.21576662,5,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0,-0.32094958,6,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0,-0.29560378,7,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0,-0.32200187,8,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0,-0.28579825,9,"{""type"":""MultiPoint"",""coordinates"":[]}"
10_0,-0.36033025,10,"{""type"":""MultiPoint"",""coordinates"":[]}"
11_0,0.17520602,11,"{""type"":""MultiPoint"",""coordinates"":[]}"
12_0,-0.22283609,12,"{""type"":""MultiPoint"",""coordinates"":[]}"
13_0,0.037136808,13,"{""type"":""MultiPoint"",""coordinates"":[]}"
14_0,-0.24428073,14,"{""type"":""MultiPoint"",""coordinates"":[]}"
15_0,-0.29379117,15,"{""type"":""MultiPoint"",""coordinates"":[]}"
16_0,-0.108049795,16,"{""type"":""MultiPoint"",""coordinates"":[]}"
17_0,-0.022182819,17,"{""type"":""MultiPoint"",""coordinates"":[]}"
18_0,0.031350486,18,"{""type"":""MultiPoint"",""coordinates"":[]}"
19_0,-0.15262896,19,"{""type"":""MultiPoint"",""coordinates"":[]}"
20_0,-0.050882723,20,"{""type"":""MultiPoint"",""coordinates"":[]}"
21_0,-0.2021735,21,"{""type"":""MultiPoint"",""coordinates"":[]}"
22_0,-0.059331667,22,"{""type"":""MultiPoint"",""coordinates"":[]}"
23_0,-0.057788946,23,"{""type"":""MultiPoint"",""coordinates"":[]}"
24_0,-0.16027397,24,"{""type"":""MultiPoint"",""coordinates"":[]}"
25_0,-0.03018792,25,"{""type"":""MultiPoint"",""coordinates"":[]}"
26_0,-0.100504614,26,"{""type"":""MultiPoint"",""coordinates"":[]}"
27_0,-0.2083274,27,"{""type"":""MultiPoint"",""coordinates"":[]}"
28_0,-0.0112401685,28,"{""type"":""MultiPoint"",""coordinates"":[]}"
29_0,0.031081641,29,"{""type"":""MultiPoint"",""coordinates"":[]}"
30_0,-0.10876914,30,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0,-0.15718654,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0,-0.13227075,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0,-0.08087455,33,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0,-0.13065015,34,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0,-0.071757734,35,"{""type"":""MultiPoint"",""coordinates"":[]}"
36_0,-0.090480275,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
37_0,-0.061442945,37,"{""type"":""MultiPoint"",""coordinates"":[]}"
38_0,-0.17631829,38,"{""type"":""MultiPoint"",""coordinates"":[]}"
39_0,0.1357912,39,"{""type"":""MultiPoint"",""coordinates"":[]}"
40_0,-0.07965941,40,"{""type"":""MultiPoint"",""coordinates"":[]}"
41_0,0.056234717,41,"{""type"":""MultiPoint"",""coordinates"":[]}"
42_0,0.05320736,42,"{""type"":""MultiPoint"",""coordinates"":[]}"
43_0,-0.09970608,43,"{""type"":""MultiPoint"",""coordinates"":[]}"
44_0,0.04809124,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
45_0,-0.21483722,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
46_0,-0.21625401,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
47_0,0.13370293,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
48_0,-0.057490915,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
49_0,-0.13790579,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
50_0,-0.2012825,50,"{""type"":""MultiPoint"",""coordinates"":[]}"
51_0,-0.046349205,51,"{""type"":""MultiPoint"",""coordinates"":[]}"
52_0,-0.021400373,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
