type,lat,lon,activity_score,year,nightlights,ndbi
resort,-1.8064009000000003,30.1793326,1,2018,0.28289446,0.012927757
restaurant,-1.960852,30.095218600000003,1,2018,40.72575,-0.23302412
cafe,-1.9641487,30.0600311,1,2018,19.619646,0.05951469704160032
museum,-1.9523151,30.0989854,1,2018,41.710323,0.05951469704160032
motel,-1.9780422,30.095430800000003,1,2018,12.202025,0.05951469704160032
restaurant,-1.9742532,30.04752909999999,1,2018,10.497414,0.07525773
bank,-1.949161,30.059817,1,2018,34.596725,0.05951469704160032
artwork,-1.9421698,30.0908089,1,2018,23.895214,-0.15387642
diplomatic,-1.9299885000000003,30.1107103,1,2018,14.981966,0.06588479
diplomatic,-1.9340241,30.095624699999995,1,2018,11.651078,0.05951469704160032
diplomatic,-1.9516455,30.0930573,1,2018,39.432236,0.05951469704160032
school,-1.9545042,30.0600872,1,2018,34.03766,0.05951469704160032
clinic,-1.9519193,30.062957800000003,1,2018,46.56325,-0.010404065
butcher,-1.9417323,30.0478395,1,2018,21.422855,0.05951469704160032
restaurant,-1.9594743,30.0837062,1,2018,15.599259,0.05951469704160032
restaurant,-1.9598403,30.082933100000005,1,2018,15.599259,-0.058002617
place_of_worship,-1.9537034,30.05954849999999,1,2018,22.802399,0.05951469704160032
scrap_yard,-1.9609415,30.0820311,1,2018,14.0915575,0.14959067
restaurant,-1.9522267,30.081810800000003,1,2018,21.392572,0.05951469704160032
hotel,-1.9509077,30.0824912,1,2018,24.219973,0.05951469704160032
motel,-1.9382855,30.0524651,1,2018,19.029745,0.10390568
company,-1.9459647,30.06796,1,2018,49.55256,0.05951469704160032
attraction,-1.9416546,30.090894599999995,1,2018,23.895214,0.05951469704160032
guest_house,-1.9414818000000005,30.0916125,1,2018,17.256401,0.05951469704160032
bar,-1.9969526,30.119294,1,2018,6.7984185,0.05951469704160032
cafe,-1.9416897,30.0908973,1,2018,23.895214,0.05951469704160032
company,-1.9391395,30.0915033,1,2018,17.256401,0.05951469704160032
hotel,-1.9242665000000003,30.096180799999992,1,2018,13.936762,-0.017384328
restaurant,-1.9755604,30.1082852,1,2018,13.670059,0.05951469704160032
company,-1.9509476,30.0622326,1,2018,46.56325,-0.010404065
place_of_worship,-1.9505037999999992,30.0629013,1,2018,46.56325,-0.010404065
guest_house,-1.9339123000000005,30.113664100000005,1,2018,14.981966,0.05951469704160032
government,-1.9413272999999995,30.081313599999994,1,2018,22.213717,-0.18257345
cafe,-1.9557698,30.0659408,1,2018,31.05043,0.05951469704160032
horse_riding,-1.9852735,30.0286613,1,2018,0.81911546,-0.23557591
government,-1.9461533,30.0597321,1,2018,51.21556,0.05951469704160032
hotel,-1.9476719,30.0637666,1,2018,46.56325,0.05951469704160032
hotel,-1.9539086,30.11096879999999,1,2018,26.804365,-0.013965087
restaurant,-1.9308359,30.063823600000003,1,2018,14.58519,-0.0074117994
gift,-1.9508772,30.062982000000005,1,2018,46.56325,-0.010404065
pharmacy,-1.9450002,30.058148700000004,1,2018,51.21556,0.18242267
apartment,-1.9730746,30.125762099999992,1,2018,9.996343,0.16185431
restaurant,-1.9424688000000003,30.061417,1,2018,39.34073,0.16660164
bar,-1.9656686000000003,30.059581000000005,1,2018,15.8497305,0.11732073
community_centre,-1.9419968,30.0786799,1,2018,22.213717,0.05951469704160032
ice_cream,-1.9435132,30.0590173,1,2018,51.21556,0.05951469704160032
hotel,-1.9230629,30.093378099999995,1,2018,15.714187,0.0054644807
guest_house,-1.9608558000000005,30.1055865,1,2018,32.99844,0.05951469704160032
car,-1.9561362,30.1600736,1,2018,11.755565,0.05951469704160032
apartment,-1.9794664,30.134899199999992,1,2018,8.372618,0.05951469704160032
car_repair,-1.9481399,30.1193807,1,2018,19.481176,0.05951469704160032
electronics,-1.9555294,30.158929199999992,1,2018,11.755565,0.05951469704160032
police,-1.9534651000000005,30.1529498,1,2018,10.484545,0.05951469704160032
government,-1.9584961,30.0880621,1,2018,21.35208,-0.30964467
fuel,-1.9750461,30.1351975,1,2018,12.951079,0.05951469704160032
school,-1.9453964,30.142730199999995,1,2018,6.077076,0.05951469704160032
government,-1.9377814,30.0795651,1,2018,26.582417,0.056664005
hotel,-1.9112091,30.0836105,1,2018,4.9892387,0.05951469704160032
hotel,-1.9112107,30.083591899999995,1,2018,4.9892387,-0.035541195
fitness_centre,-1.9622626,30.1009953,1,2018,18.707607,0.05951469704160032
apartment,-1.9766495,30.0424223,1,2018,12.071542,0.07546611
diplomatic,-1.9379291,30.100991300000004,1,2018,12.775933,0.05951469704160032
motel,-1.9407315000000005,30.0621304,1,2018,39.34073,0.05951469704160032
fast_food,-1.9772144000000005,30.085161899999992,1,2018,12.602643,0.05951469704160032
hotel,-1.9225666000000008,30.099786700000003,1,2018,13.936762,0.05951469704160032
government,-1.9775524,30.0848583,1,2018,12.602643,0.05951469704160032
restaurant,-1.942748,30.0608083,1,2018,39.34073,0.16660164
government,-1.9491135,30.1165807,1,2018,19.307209,0.05951469704160032
government,-1.9489216,30.1170551,1,2018,19.307209,-0.26152623
government,-1.9490952,30.117195700000003,1,2018,19.307209,0.05951469704160032
parking_space,-1.960557,30.0615212,1,2018,27.691624,0.05951469704160032
government,-1.9564397,30.06351799999999,1,2018,34.03766,-0.007144617
restaurant,-1.9358988,30.0846998,1,2018,23.839003,0.05951469704160032
bank,-1.9240183,30.0707225,1,2018,10.617233,0.05951469704160032
school,-1.9562562,30.139645000000005,1,2018,13.685968,0.0007001167
school,-1.9564234,30.139643600000003,1,2018,13.685968,0.0007001167
atm,-1.9473873,30.0928954,1,2018,22.732876,0.05951469704160032
fast_food,-1.9808262,30.1035186,1,2018,14.100403,0.05951469704160032
cafe,-1.9736591,30.0769615,1,2018,14.053056,0.05951469704160032
place_of_worship,-1.9423896,30.0787469,1,2018,22.213717,0.05951469704160032
department_store,-1.924595,30.0701266,1,2018,10.617233,0.05951469704160032
company,-1.925273,30.070449799999995,1,2018,14.825352,0.21605465
company,-1.927916,30.069046200000003,1,2018,14.825352,-0.34725052
college,-1.9963069,30.1177026,1,2018,9.54342,0.08428835
food,-1.9340679,30.0802501,1,2018,20.772465,0.05951469704160032
company,-1.9696784,30.092983700000005,1,2018,14.7989235,0.05951469704160032
hotel,-1.9489465999999995,30.0690638,1,2018,41.89644,0.015758917
supermarket,-1.9433162,30.0587616,1,2018,51.21556,0.05951469704160032
hotel,-1.9437853,30.0581957,1,2018,51.21556,0.05951469704160032
cafe,-1.9472358000000003,30.059626900000005,1,2018,51.21556,0.18242267
bank,-1.9469732,30.0573625,1,2018,51.21556,0.05951469704160032
supermarket,-1.9459248,30.0566934,1,2018,51.21556,0.18242267
cafe,-1.9325187,30.0722829,1,2018,19.327747,0.14727086
atm,-1.9472173,30.0599464,1,2018,51.21556,0.05951469704160032
bicycle,-1.9503045,30.0599829,1,2018,46.56325,0.05951469704160032
restaurant,-1.9528934,30.092900600000004,1,2018,65.43713,0.05951469704160032
mobile_phone,-1.9528866,30.0920467,1,2018,65.43713,0.05951469704160032
restaurant,-1.9528557,30.0920902,1,2018,65.43713,0.05951469704160032
cafe,-1.9263555,30.0914356,1,2018,13.767483,0.05951469704160032
restaurant,-1.9527306,30.0919645,1,2018,65.43713,0.05951469704160032
company,-1.9732853,30.0820364,1,2018,14.523164,0.05951469704160032
company,-1.9443947,30.092964200000004,1,2018,22.732876,-0.15387642
seafood,-1.9733423,30.0550383,1,2018,12.101103,0.05951469704160032
fast_food,-1.9730597,30.0550914,1,2018,12.101103,0.05951469704160032
hotel,-1.9510943,30.0992724,1,2018,26.21746,0.0005924171
marketplace,-1.9503438,30.097657699999992,1,2018,26.21746,0.0005924171
restaurant,-1.9434823,30.099766,1,2018,18.105095,0.05951469704160032
restaurant,-1.9435308,30.099733999999994,1,2018,18.105095,0.05951469704160032
restaurant,-1.9330463,30.0985556,1,2018,16.230986,0.05951469704160032
beverages,-1.936414,30.099363499999995,1,2018,17.686512,-0.17252098
parking_space,-1.936324099999999,30.099432000000004,1,2018,17.686512,-0.17252098
cafe,-1.9347796,30.0788009,1,2018,26.582417,0.05102717
ngo,-1.9409246,30.0811831,1,2018,22.213717,0.05951469704160032
pharmacy,-1.9387313,30.0775191,1,2018,17.574942,0.05951469704160032
supermarket,-1.9389566,30.0773486,1,2018,17.574942,0.05951469704160032
parking_space,-1.9390006,30.0774182,1,2018,17.574942,0.05951469704160032
clinic,-1.9457687999999995,30.0882663,1,2018,21.327528,-0.17230903
hotel,-1.9463095,30.062654100000003,1,2018,52.590992,0.05951469704160032
travel_agency,-1.9451219,30.0614203,1,2018,52.590992,0.05951469704160032
mobile_phone,-1.9453123,30.061187,1,2018,52.590992,-0.1628866
atm,-1.9459047000000005,30.061436399999995,1,2018,52.590992,0.05951469704160032
nightclub,-1.9526442,30.0813624,1,2018,21.392572,0.05951469704160032
fitness_centre,-1.9525792,30.081392500000003,1,2018,21.392572,0.05951469704160032
motorcycle,-1.9602443,30.1107595,1,2018,37.89113,0.05951469704160032
hospital,-1.9521936,30.0920417,1,2018,65.43713,0.31922007
supermarket,-1.9493572,30.081003000000003,1,2018,22.740583,0.05951469704160032
restaurant,-1.9473869,30.078533200000003,1,2018,19.402376,-0.15714286
government,-1.9558747000000003,30.0841264,1,2018,27.652676,0.05951469704160032
government,-1.9560473,30.084527999999995,1,2018,27.652676,0.05951469704160032
government,-1.9565001,30.0845607,1,2018,27.652676,-0.058002617
community_centre,-1.96418,30.051526499999994,1,2018,12.645118,-0.08312716
association,-1.9733377,30.10003409999999,1,2018,16.616749,0.05951469704160032
cafe,-1.9618783,30.1204608,1,2018,19.36076,0.05951469704160032
university,-1.935394,30.158634700000004,1,2018,10.857208,0.05951469704160032
restaurant,-1.9561038,30.1054954,1,2018,23.55671,0.045095105
viewpoint,-1.9919454,30.0277728,1,2018,0.57264286,0.05951469704160032
restaurant,-1.9938061,30.1916201,1,2018,15.167023,0.05951469704160032
company,-1.991546,30.1894619,1,2018,20.899858,0.05951469704160032
mall,-1.9983369,30.1912797,1,2018,5.509202,0.05951469704160032
deli,-1.9241579,30.091834700000003,1,2018,15.714187,0.0054644807
financial,-1.9230715,30.0928989,1,2018,15.714187,0.05951469704160032
apartment,-1.9241183,30.092174400000005,1,2018,15.714187,0.0054644807
marketplace,-1.9183711,30.0909148,1,2018,9.590598,-0.2119905
apartment,-1.996611,30.0414775,1,2018,1.8574502,-0.05989305
restaurant,-1.9241817,30.0917539,1,2018,15.714187,0.05951469704160032
apartment,-1.9908056,30.1498525,1,2018,1.9750824,0.06698461
apartment,-1.8800885,30.053519300000005,1,2018,0.8353932,-0.34920314
apartment,-1.8839315,30.05717449999999,1,2018,1.2774994,-0.26017854
apartment,-1.8838237,30.0561866,1,2018,1.2774994,0.05951469704160032
place_of_worship,-2.0498363,30.0525335,1,2018,0.60473347,0.05951469704160032
government,-2.0611858,30.032177000000004,1,2018,0.27777246,0.05951469704160032
school,-2.0610035999999994,30.033850699999995,1,2018,0.27766126,0.05951469704160032
restaurant,-1.9375869,30.1014296,1,2018,12.775933,0.024137037
cafe,-1.9320227000000003,30.0987788,1,2018,16.230986,0.27910686
ngo,-1.9349384,30.0991043,1,2018,17.686512,0.05951469704160032
apartment,-1.9317712,30.098607099999995,1,2018,16.230986,0.05951469704160032
hotel,-1.9360584,30.10012439999999,1,2018,17.686512,0.024137037
hospital,-1.9375995,30.1015856,1,2018,12.775933,0.05951469704160032
ngo,-1.9354024000000003,30.0993715,1,2018,17.686512,-0.17252098
apartment,-1.9370508,30.100405299999995,1,2018,12.775933,0.024137037
restaurant,-1.9361382000000005,30.0994032,1,2018,17.686512,0.05951469704160032
hotel,-1.9345114,30.0990412,1,2018,17.686512,0.27910686
hotel,-1.9282956,30.0983466,1,2018,15.430499,0.05951469704160032
guest_house,-1.9467051,30.0897475,1,2018,21.327528,0.05951469704160032
guest_house,-1.9679019,30.0963234,1,2018,16.038897,0.05951469704160032
apartment,-1.9189687,30.094526599999995,1,2018,12.784887,-0.2119905
shoes,-1.9339422,30.1159949,1,2018,15.674737,0.05951469704160032
apartment,-1.9129138,30.059990400000004,1,2018,7.251196,0.08459076
apartment,-2.018619,30.074713599999995,1,2018,0.6519801,0.05951469704160032
government,-1.8782483,30.004648700000004,1,2018,0.34834245,-0.15386097
restaurant,-1.9456456,30.0891156,1,2018,21.327528,0.05951469704160032
charging_station,-1.9561663,30.0919582,1,2018,65.43713,-0.12195122
charging_station,-1.9562391,30.092018,1,2018,65.43713,0.05951469704160032
charging_station,-1.9563063000000005,30.0920785,1,2018,65.43713,0.05951469704160032
charging_station,-1.9559235,30.160137500000005,1,2018,11.755565,0.05951469704160032
hospital,-1.9917437,30.2119493,1,2018,6.238285,0.05951469704160032
bank,-1.9234884000000003,30.0715622,1,2018,10.617233,0.05951469704160032
coworking_space,-1.9517456,30.080899,1,2018,22.740583,0.05951469704160032
cafe,-1.9467122,30.0796326,1,2018,19.402376,-0.15714286
cafe,-1.9510858,30.0846443,1,2018,24.219973,0.05951469704160032
pharmacy,-1.9430115,30.0588919,1,2018,43.91451,0.05951469704160032
mobile_phone,-1.9455647,30.0611135,1,2018,52.590992,-0.1628866
laundry,-1.9453365,30.061495799999992,1,2018,52.590992,-0.1628866
restaurant,-1.9460536,30.061476299999995,1,2018,52.590992,-0.1628866
restaurant,-1.9454256,30.0637697,1,2018,52.590992,-0.1628866
library,-1.94272,30.0882553,1,2018,23.895214,-0.19712116
restaurant,-1.9601916,30.09509089999999,1,2018,40.72575,0.05951469704160032
clinic,-1.9624898,30.0952731,1,2018,11.58056,0.05951469704160032
yes,-1.9588288,30.104633300000003,1,2018,26.295332,-0.0943072
ngo,-1.9595997,30.1055621,1,2018,32.99844,0.05951469704160032
agrarian,-1.955653,30.102776800000004,1,2018,26.144869,0.05951469704160032
clothes,-1.9588976,30.1047414,1,2018,26.295332,-0.0943072
fast_food,-1.9601407,30.1060855,1,2018,32.99844,0.05951469704160032
fast_food,-1.9284397000000009,30.07124779999999,1,2018,14.825352,0.05951469704160032
pharmacy,-1.9243193,30.0699447,1,2018,10.617233,0.05951469704160032
information,-1.9469349,30.060990999999994,1,2018,52.590992,0.05951469704160032
hotel,-1.9473171,30.0650944,1,2018,49.55256,0.015758917
restaurant,-1.9473796,30.0650917,1,2018,49.55256,0.05951469704160032
atm,-1.9480377,30.063407000000005,1,2018,46.56325,-0.1628866
bakery,-1.9583601,30.1142998,1,2018,30.529055,0.05951469704160032
bar,-1.9589281,30.111559,1,2018,37.89113,0.05951469704160032
restaurant,-1.9517497,30.1153267,1,2018,19.307209,0.05951469704160032
government,-1.949072,30.1184704,1,2018,19.481176,-0.26152623
clothes,-1.9514717,30.072789300000004,1,2018,41.89644,0.019746121
university,-1.9527955,30.0929839,1,2018,65.43713,0.05951469704160032
cafe,-1.9606523,30.068589,1,2018,24.713547,0.05951469704160032
restaurant,-1.9626643000000004,30.1056769,1,2018,21.55591,0.036233094
general,-1.9478229,30.0576324,1,2018,34.596725,0.18242267
general,-1.9390691,30.0537874,1,2018,25.72287,0.05951469704160032
hotel,-1.9925348,30.0742104,1,2018,2.9906547,0.05951469704160032
hotel,-1.9183015,30.0959869,1,2018,8.930233,0.05951469704160032
restaurant,-1.9391594000000003,30.0774406,1,2018,17.574942,0.05951469704160032
apartment,-1.9344206999999995,30.1000523,1,2018,17.686512,-0.0964501
educational_institution,-1.962203,30.0683636,1,2018,16.975782,0.05951469704160032
restaurant,-1.9568381999999995,30.1040264,1,2018,26.295332,-0.0943072
hotel,-1.9260573,30.0541873,1,2018,8.487551,0.011467353
houseware,-1.9321721,30.0706251,1,2018,19.327747,0.05951469704160032
hotel,-1.9605215,30.1084046,1,2018,32.99844,0.05951469704160032
hotel,-1.9605321,30.1077041,1,2018,32.99844,0.05951469704160032
viewpoint,-1.9860846,30.210366800000003,1,2018,4.002781,0.05951469704160032
viewpoint,-1.9865364,30.211367500000005,1,2018,4.002781,0.05951469704160032
viewpoint,-1.9862876,30.2096202,1,2018,4.002781,0.05951469704160032
cafe,-1.9529412,30.0835214,1,2018,27.652676,0.05951469704160032
wine,-1.9528461,30.083563000000005,1,2018,27.652676,0.05951469704160032
pottery,-1.9527629,30.0836364,1,2018,27.652676,0.05951469704160032
boutique,-1.9493241,30.0688421,1,2018,43.401394,0.05951469704160032
bar,-1.9599740000000003,30.1187989,1,2018,21.924524,-0.155934
hotel,-1.9688067,30.10050349999999,1,2018,15.554451,0.1171875
hotel,-1.9587918,30.069605000000003,1,2018,20.659302,0.06900531
hotel,-1.9506185,30.06980619999999,1,2018,41.89644,-0.0028694405
zoo,-1.9844707,30.2098383,1,2018,4.002781,0.05951469704160032
bar,-1.958087,30.114622300000004,1,2018,30.529055,-0.21980368
insurance,-1.9489047,30.0612006,1,2018,46.56325,-0.1628866
bank,-1.9482091,30.061855,1,2018,46.56325,0.05951469704160032
alpine_hut,-1.9675494,30.038089900000003,1,2018,2.063993,-0.23543735
government,-1.9469212,30.17328,1,2018,2.7274375,0.05951469704160032
bar,-1.9006382,30.0533043,1,2018,5.93597,0.073387094
bar,-1.9011143,30.053178199999994,1,2018,5.93597,0.073387094
guest_house,-1.9504566,30.072167799999995,1,2018,41.89644,0.05951469704160032
fast_food,-1.946309,30.0608618,1,2018,52.590992,0.05951469704160032
cafe,-1.9463779,30.0608708,1,2018,52.590992,0.05951469704160032
restaurant,-1.9521764,30.081562,1,2018,21.392572,0.05951469704160032
restaurant,-1.9649077,30.0601129,1,2018,19.619646,0.05951469704160032
bar,-1.9694353,30.0579126,1,2018,15.8497305,0.05951469704160032
guest_house,-1.9505543000000003,30.0721936,1,2018,41.89644,0.05951469704160032
attraction,-1.9336204,30.091190900000004,1,2018,11.818589,-0.023517383
telecommunication,-1.9596429,30.1095672,1,2018,37.89113,0.05951469704160032
coworking_space,-1.9509011,30.060073800000005,1,2018,46.56325,0.05951469704160032
bar,-1.9465867,30.079725,1,2018,19.402376,0.05951469704160032
bar,-1.9445691,30.0792399,1,2018,19.402376,0.05951469704160032
supermarket,-1.9461258,30.060837000000003,1,2018,52.590992,0.05951469704160032
sports,-1.9454082,30.059942499999995,1,2018,51.21556,0.18242267
pharmacy,-1.9454629000000003,30.060002399999995,1,2018,52.590992,-0.1628866
sports,-1.9456659,30.0601331,1,2018,52.590992,0.05951469704160032
stadium,-1.9794835,30.0537694,1,2018,5.197313,0.05951469704160032
government,-1.9237135,30.0573359,1,2018,7.4359837,0.05951469704160032
place_of_worship,-1.9333676000000004,30.0999683,1,2018,16.230986,0.05951469704160032
hotel,-1.9621578,30.122187800000003,1,2018,19.36076,0.05951469704160032
guest_house,-1.9846793,30.0732468,1,2018,7.2591577,0.05951469704160032
hotel,-1.9438448999999995,30.1028163,1,2018,18.436209,0.05951469704160032
convenience,-1.9567569,30.1155287,1,2018,30.529055,0.05951469704160032
bar,-1.9584419,30.1129098,1,2018,37.89113,-0.21980368
cafe,-1.9585021,30.1125762,1,2018,37.89113,0.05951469704160032
clothes,-1.958609,30.112328000000005,1,2018,37.89113,-0.21980368
beauty,-1.9587398,30.1121618,1,2018,37.89113,-0.21980368
beauty,-1.9586248,30.112133300000004,1,2018,37.89113,0.05951469704160032
convenience,-1.9587215,30.11207,1,2018,37.89113,0.05951469704160032
car_wash,-1.9582549,30.111911500000005,1,2018,37.89113,-0.21980368
convenience,-1.9582889,30.1117917,1,2018,37.89113,-0.21980368
cafe,-1.9581174,30.1115687,1,2018,37.89113,0.05951469704160032
fuel,-1.9526923,30.073686,1,2018,28.147009,0.05951469704160032
bank,-1.9588694,30.110350500000003,1,2018,37.89113,0.05951469704160032
restaurant,-1.9266335000000003,30.1003118,1,2018,15.430499,0.05951469704160032
company,-1.9511948,30.0600898,1,2018,46.56325,0.05951469704160032
parking_space,-1.9778282,30.083261100000005,1,2018,12.602643,0.14442779
educational_institution,-1.9796686,30.077013,1,2018,10.479278,0.05951469704160032
motorcycle_parking,-1.9682235,30.0942929,1,2018,14.7989235,0.05951469704160032
hotel,-1.9542643,30.093108900000004,1,2018,65.43713,0.31922007
clinic,-1.9700884,30.076803700000003,1,2018,14.053056,-0.0065447222
motorcycle_parking,-1.9767217,30.0860428,1,2018,12.602643,0.05951469704160032
motorcycle_parking,-1.9767216000000003,30.0860428,1,2018,12.602643,0.05951469704160032
slaughterhouse,-1.9669343,30.081225000000003,1,2018,15.8064165,0.07036077
police,-1.9691056,30.0829665,1,2018,14.410755,0.05951469704160032
parking_space,-1.9661753,30.0784099,1,2018,15.8064165,0.05951469704160032
slaughterhouse,-1.9668806,30.0812678,1,2018,15.8064165,0.05951469704160032
police,-1.9691056,30.0829664,1,2018,14.410755,0.07036077
restaurant,-1.9760875,30.0925041,1,2018,12.202025,0.05951469704160032
commercial,-1.9425218,30.04419,1,2018,26.871279,0.05951469704160032
commercial,-1.9470327,30.086742300000004,1,2018,18.521046,-0.17230903
bus_station,-1.9801396,30.101886500000003,1,2018,14.100403,0.05951469704160032
bank,-1.9772069999999995,30.0955227,1,2018,12.202025,0.06884727
bus_station,-1.9652901,30.0805076,1,2018,13.279162,0.07036077
bus_station,-1.9366249,30.0639786,1,2018,21.153555,0.039016567
fixme,-1.9720975,30.1318573,1,2018,16.528154,0.05951469704160032
place_of_worship,-1.9718203000000003,30.132055699999988,1,2018,16.528154,0.05951469704160032
fixme,-1.972271,30.132621600000004,1,2018,16.528154,0.05951469704160032
fixme,-1.9722576,30.1324836,1,2018,16.528154,0.05951469704160032
fixme,-1.9722473,30.1326008,1,2018,16.528154,0.07620601
fixme,-1.9723398,30.1327451,1,2018,16.528154,0.05951469704160032
fixme,-1.9722522,30.1327865,1,2018,16.528154,0.05951469704160032
fixme,-1.9723674,30.133099900000005,1,2018,16.528154,0.07620601
fixme,-1.9724022,30.133223099999995,1,2018,16.528154,0.05951469704160032
fixme,-1.9722469,30.13309449999999,1,2018,16.528154,0.05951469704160032
fixme,-1.9722775,30.1332688,1,2018,16.528154,0.07620601
fixme,-1.9722052000000003,30.1333412,1,2018,16.528154,0.05951469704160032
fixme,-1.97209,30.1328296,1,2018,16.528154,0.05951469704160032
fixme,-1.9723577,30.1329015,1,2018,16.528154,0.07620601
fixme,-1.9715055,30.1326015,1,2018,16.528154,0.05951469704160032
fixme,-1.9620784,30.1366624,1,2018,35.61858,0.05951469704160032
place_of_worship,-1.9603777,30.1349732,1,2018,22.486475,0.05951469704160032
fixme,-1.9605939,30.1348381,1,2018,22.486475,0.05951469704160032
fixme,-1.9608574000000003,30.1346038,1,2018,22.486475,0.056566652
fixme,-1.9605687000000005,30.1347115,1,2018,22.486475,0.05951469704160032
bar,-1.9616848,30.1345654,1,2018,41.585663,0.05951469704160032
childcare,-1.9619234,30.134346999999995,1,2018,41.585663,0.05951469704160032
fixme,-1.9607883,30.122528400000004,1,2018,21.924524,0.05951469704160032
fixme,-1.970432,30.1295149,1,2018,11.34021,0.05951469704160032
parking_space,-1.9623097,30.120415,1,2018,19.36076,0.05951469704160032
fixme,-1.9628002,30.1206629,1,2018,19.36076,0.12551792
garden,-1.9634936,30.120881,1,2018,19.36076,0.05951469704160032
place_of_worship,-1.9658364,30.1198241,1,2018,11.569615,0.05951469704160032
garden,-1.9663699,30.120021900000005,1,2018,11.569615,0.05951469704160032
fixme,-1.9653752,30.1198632,1,2018,19.36076,0.05951469704160032
hotel,-1.9617429,30.1213611,1,2018,19.36076,0.12551792
swimming_pool,-1.9621199,30.121385300000004,1,2018,19.36076,0.12551792
fixme,-1.9617406,30.121362200000004,1,2018,19.36076,0.12551792
fixme,-1.9586825,30.119065900000003,1,2018,21.924524,-0.155934
travel_agency,-1.9589692,30.118875,1,2018,21.924524,0.05951469704160032
parking_space,-1.9611926,30.1201011,1,2018,19.36076,0.12551792
garden,-1.9669746999999995,30.1200719,1,2018,11.569615,0.05951469704160032
pharmacy,-1.9683027,30.1210425,1,2018,11.569615,0.05951469704160032
hospital,-1.9688014000000005,30.1217423,1,2018,11.569615,0.05951469704160032
fixme,-1.9701274,30.1294742,1,2018,11.34021,0.05951469704160032
supermarket,-1.9688299,30.1213618,1,2018,11.569615,-0.27319258
fixme,-1.9696309,30.121852900000004,1,2018,11.569615,-0.27319258
supermarket,-1.9712838,30.1241676,1,2018,9.996343,0.05951469704160032
garden,-1.9718372,30.1245546,1,2018,9.996343,0.06492199
apartment,-1.9718211,30.123113600000003,1,2018,9.996343,0.06492199
fuel,-1.9707989,30.1250199,1,2018,9.996343,0.16185431
supermarket,-1.9706704,30.124998200000004,1,2018,9.996343,0.06492199
fixme,-1.9704765,30.1260044,1,2018,9.996343,0.16185431
parking_space,-1.9707258,30.1265932,1,2018,9.996343,0.16185431
fixme,-1.9707681,30.126641000000003,1,2018,9.996343,0.05951469704160032
garden,-1.9697944,30.126928100000004,1,2018,11.985376,0.05951469704160032
parking_space,-1.9699472,30.1266465,1,2018,11.985376,0.05951469704160032
fixme,-1.9706761,30.1279974,1,2018,11.34021,0.05951469704160032
fixme,-1.9704184,30.1283415,1,2018,11.34021,0.05951469704160032
fixme,-1.9703004,30.1286764,1,2018,11.34021,0.16185431
garden,-1.9707092,30.1294439,1,2018,11.34021,0.05951469704160032
parking_space,-1.968864,30.121594500000004,1,2018,11.569615,-0.27319258
school,-1.9557366000000005,30.069450199999995,1,2018,31.584566,0.05951469704160032
commercial,-1.9466264,30.085897900000003,1,2018,18.521046,0.05951469704160032
commercial,-1.9466433,30.0860085,1,2018,18.521046,0.05951469704160032
commercial,-1.9467332,30.0860501,1,2018,18.521046,0.05951469704160032
clinic,-1.9437353,30.0650291,1,2018,49.55256,0.05951469704160032
educational_institution,-1.9716847,30.0714537,1,2018,8.803267,0.05951469704160032
commercial,-1.9812601,30.0479287,1,2018,8.32745,0.05951469704160032
hospital,-1.9814405,30.042988600000005,1,2018,9.325218,-0.28663447
hospital,-1.9810693,30.0438287,1,2018,9.325218,0.05951469704160032
fixme,-1.9644517,30.1190192,1,2018,19.36076,0.15228666
fixme,-1.9656983,30.117082,1,2018,9.116568,0.05951469704160032
fixme,-1.9607976,30.120215200000004,1,2018,21.924524,0.05951469704160032
fixme,-1.9656529,30.1161668,1,2018,9.116568,-0.028790787
fixme,-1.9662497000000003,30.117158100000005,1,2018,9.116568,-0.028790787
fixme,-1.9670052,30.117878600000004,1,2018,9.116568,0.05951469704160032
social_facility,-1.9669052,30.118719,1,2018,11.569615,0.05951469704160032
garden_centre,-1.9674164,30.119326900000004,1,2018,11.569615,-0.028790787
fixme,-1.9657437,30.1200857,1,2018,11.569615,-0.27319258
car_repair,-1.9671536000000005,30.1197468,1,2018,11.569615,0.05951469704160032
convenience,-1.9675511,30.1206404,1,2018,11.569615,0.05951469704160032
fixme,-1.9678123,30.120741,1,2018,11.569615,0.05951469704160032
convenience,-1.9680834,30.1212294,1,2018,11.569615,0.05951469704160032
fixme,-1.9693374,30.121669800000003,1,2018,11.569615,0.05951469704160032
fixme,-1.9670843,30.130215199999995,1,2018,17.534569,0.05951469704160032
fixme,-1.9627719,30.1354109,1,2018,41.585663,-0.00064724917
fixme,-1.9622249,30.1356397,1,2018,41.585663,0.05951469704160032
fixme,-1.9656361,30.117574999999995,1,2018,9.116568,0.05951469704160032
fixme,-1.9637428999999995,30.138664400000003,1,2018,35.61858,-0.00064724917
commercial,-1.9775192000000004,30.051590900000004,1,2018,11.462069,-0.10653053
courthouse,-1.9789664,30.0483993,1,2018,14.185795,0.05502501
commercial,-1.9496764,30.081784400000004,1,2018,22.740583,0.048958335
school,-1.9774285000000005,30.1708009,1,2018,12.087411,0.05951469704160032
fixme,-1.9671237,30.130871100000004,1,2018,17.534569,0.05595606
garden,-1.9769823,30.1360874,1,2018,12.951079,0.05951469704160032
garden,-1.9772076,30.1338669,1,2018,12.951079,0.05951469704160032
