type,lat,lon,activity_score,nightlights,ndbi,avg_nightlights,avg_ndbi,econ_intensity_pc1,coverage_ratio,cluster_enhanced,cluster_label
fuel,-1.9825953,30.103938699999993,1,,,0.0,0.0,-0.7078393979599457,3.646867512617059,1,Peri-urban Emerging
bus_station,-1.9633551,30.1084261,1,27.69682909090909,0.15106027918560003,27.69682909090909,0.15106027918560003,2.3995795430856948,1.2696025095574208,1,Peri-urban Emerging
office,-1.9534669999999998,30.0962668,1,,,0.0,0.0,-0.7078393979599457,1.4964306810309498,1,Peri-urban Emerging
cinema,-1.9647942,30.059943000000004,1,21.778644636363637,0.06356746264014548,21.778644636363637,0.06356746264014548,1.1295762733812498,0.9980347168656006,1,Peri-urban Emerging
hotel,-1.9529765,30.096604799999994,1,45.749103272727275,-0.043927082241672695,45.749103272727275,-0.043927082241672695,1.2041725141916504,1.4964306810309498,1,Peri-urban Emerging
restaurant,-1.9526575,30.096755000000005,1,45.749103272727275,-0.043927082241672695,45.749103272727275,-0.043927082241672695,1.2041725141916504,1.4964306810309498,1,Peri-urban Emerging
hotel,-1.9562469000000002,30.062661499999997,1,,,0.0,0.0,-0.7078393979599457,3.0176304551107282,1,Peri-urban Emerging
bank,-1.9466348999999996,30.060206800000003,1,,,0.0,0.0,-0.7078393979599457,12.081070596390873,2,Peri-urban Emerging
car_wash,-1.9647378999999998,30.059492299999995,1,,,0.0,0.0,-0.7078393979599457,0.9980347168656006,1,Peri-urban Emerging
bank,-1.9805982,30.1047782,1,19.251177454545452,0.008484937121963666,19.251177454545452,0.008484937121963666,0.3927408682732379,3.646867512617059,1,Peri-urban Emerging
fuel,-1.9468252000000001,30.0585447,1,,,0.0,0.0,-0.7078393979599457,1.6189806985460047,1,Peri-urban Emerging
hotel,-1.9508748,30.0984072,1,31.58779927272727,-0.043927082241672695,31.58779927272727,-0.043927082241672695,0.4630833628000311,1.4964306810309498,1,Peri-urban Emerging
restaurant,-1.9508695000000003,30.09828119999999,1,,,0.0,0.0,-0.7078393979599457,1.4964306810309498,1,Peri-urban Emerging
guest_house,-1.9634832000000002,30.0636164,1,,,0.0,0.0,-0.7078393979599457,3.243854667717167,1,Peri-urban Emerging
place_of_worship,-1.9752213999999997,30.0559706,1,,,0.0,0.0,-0.7078393979599457,0.3808119000199108,1,Peri-urban Emerging
alcohol,-1.9758648000000003,30.0542647,1,16.224717318181817,0.01795920427650912,16.224717318181817,0.01795920427650912,0.33834670099834246,6.4972110696917085,0,Peri-urban Emerging
fuel,-1.9307825999999997,30.0636008,1,,,0.0,0.0,-0.7078393979599457,9.135464418425498,0,Peri-urban Emerging
fuel,-1.9303055000000002,30.064802700000005,1,,,0.0,0.0,-0.7078393979599457,9.135464418425498,0,Peri-urban Emerging
fuel,-1.9343506000000001,30.062064199999995,1,,,0.0,0.0,-0.7078393979599457,9.135464418425498,0,Peri-urban Emerging
marketplace,-1.970214399999999,30.125998399999997,1,,,0.0,0.0,-0.7078393979599457,3.3769376029701887,1,Peri-urban Emerging
restaurant,-1.9688684,30.1258542,1,17.603475272727273,-0.005944059017127245,17.603475272727273,-0.005944059017127245,0.14814533538165994,1.5092437475190885,1,Peri-urban Emerging
restaurant,-1.9432828999999998,30.05915359999999,1,,,0.0,0.0,-0.7078393979599457,3.025242108740573,1,Peri-urban Emerging
bank,-1.9428986,30.0597422,1,37.670466363636365,0.08794815291287275,37.670466363636365,0.08794815291287275,2.228821443864426,3.025242108740573,1,Peri-urban Emerging
bar,-1.9781502999999996,30.047691999999998,1,,,0.0,0.0,-0.7078393979599457,1.7130414559990306,1,Peri-urban Emerging
taxi,-1.9686564000000002,30.057656,1,,,0.0,0.0,-0.7078393979599457,1.99132646971167,1,Peri-urban Emerging
supermarket,-1.9437009,30.0594786,1,43.28970181818182,0.08794815291287275,43.28970181818182,0.08794815291287275,2.5228871905272183,3.025242108740573,1,Peri-urban Emerging
restaurant,-1.9438030999999998,30.059752200000002,1,,,0.0,0.0,-0.7078393979599457,3.025242108740573,1,Peri-urban Emerging
