cluster_label,econ_intensity_pc1_mean,econ_intensity_pc1_std,coverage_ratio_mean,coverage_ratio_std,avg_nightlights_mean,avg_ndbi_mean,type_count
Peri-urban Emerging,-0.0,1.159,3.926,3.952,8.749,0.023,2072
